,상권코드,서비스업종코드명,점포수,유사업종점포수,개업점포수,폐업점포수,집객시설수,관공서수,은행수,버스정거장수,지하철수,약국수,총직장인구수,총상주인구수,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,분기당매출금액,시군구명
8520,2110481,커피-음료,6.0,7.0,0.0,1.0,21.0,1.0,0.0,5.0,0.0,3.0,193.0,2801.0,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,12020000.0,은평구
8523,2110481,호프-간이주점,9.0,9.0,0.0,0.0,21.0,1.0,0.0,5.0,0.0,3.0,193.0,2801.0,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,10270000.0,은평구
8524,2110481,한식음식점,16.5,19.0,1.0,0.0,21.0,1.0,0.0,5.0,0.0,3.0,193.0,2801.0,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,23900000.0,은평구
8528,2110633,한식음식점,16.5,18.0,0.0,1.0,8.0,0.0,1.0,3.0,0.0,1.0,115.0,460.0,46003.0,21726.0,24278.0,6769.0,3950.0,7096,7514.0,7514.0,13161.0,5081,8012,7480.0,8769.0,11704.0,4958.0,6223,6166.0,6207.0,6168.0,6258.0,7447,7535,18180000.0,강서구
8532,2110085,제과점,5.0,7.0,0.0,1.0,26.0,5.0,1.0,10.0,0.0,1.0,532.0,2745.0,1331846.0,628122.0,703725.0,129663.0,222970.0,301314,262859.0,166207.0,227380.0,333552,276069,169578.0,167980.0,223876.0,160789.0,187177,185469.0,183843.0,185709.0,189186.0,201135,199328,6570000.0,용산구
8534,2110085,중식음식점,3.0,3.0,0.0,0.0,26.0,5.0,1.0,10.0,0.0,1.0,532.0,2745.0,1331846.0,628122.0,703725.0,129663.0,222970.0,301314,262859.0,166207.0,227380.0,333552,276069,169578.0,167980.0,223876.0,160789.0,187177,185469.0,183843.0,185709.0,189186.0,201135,199328,8420000.0,용산구
8537,2110085,치킨전문점,3.0,7.0,1.0,0.0,26.0,5.0,1.0,10.0,0.0,1.0,532.0,2745.0,1331846.0,628122.0,703725.0,129663.0,222970.0,301314,262859.0,166207.0,227380.0,333552,276069,169578.0,167980.0,223876.0,160789.0,187177,185469.0,183843.0,185709.0,189186.0,201135,199328,7390000.0,용산구
8539,2110085,일식음식점,2.0,2.0,0.0,0.0,26.0,5.0,1.0,10.0,0.0,1.0,532.0,2745.0,1331846.0,628122.0,703725.0,129663.0,222970.0,301314,262859.0,166207.0,227380.0,333552,276069,169578.0,167980.0,223876.0,160789.0,187177,185469.0,183843.0,185709.0,189186.0,201135,199328,27356250.0,용산구
8542,2110197,중식음식점,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,67.0,548.0,315516.0,156302.0,159213.0,29060.0,48391.0,39512,42907.0,49601.0,106044.0,102859,68143,30538.0,27763.0,41706.0,44507.0,44497,44857.0,45127.0,44786.0,44095.0,44874,47281,9720000.0,동대문구
8543,2120109,육류판매,4.0,4.0,1.0,0.0,33.0,1.0,1.0,7.0,0.0,4.0,608.0,2146.0,600248.0,280884.0,319362.0,149508.0,65866.0,78063,106481.0,92325.0,108005.0,131550,122364,83193.0,82748.0,108555.0,71838.0,87100,87789.0,86842.0,87018.0,87116.0,83047,81331,9050000.0,양천구
8544,2120109,치킨전문점,2.0,7.0,0.0,0.0,33.0,1.0,1.0,7.0,0.0,4.0,608.0,2146.0,600248.0,280884.0,319362.0,149508.0,65866.0,78063,106481.0,92325.0,108005.0,131550,122364,83193.0,82748.0,108555.0,71838.0,87100,87789.0,86842.0,87018.0,87116.0,83047,81331,10770000.0,양천구
8549,2120109,제과점,4.0,6.0,0.0,0.0,33.0,1.0,1.0,7.0,0.0,4.0,608.0,2146.0,600248.0,280884.0,319362.0,149508.0,65866.0,78063,106481.0,92325.0,108005.0,131550,122364,83193.0,82748.0,108555.0,71838.0,87100,87789.0,86842.0,87018.0,87116.0,83047,81331,18540000.0,양천구
8551,2120109,패스트푸드점,4.0,11.0,0.0,0.0,33.0,1.0,1.0,7.0,0.0,4.0,608.0,2146.0,600248.0,280884.0,319362.0,149508.0,65866.0,78063,106481.0,92325.0,108005.0,131550,122364,83193.0,82748.0,108555.0,71838.0,87100,87789.0,86842.0,87018.0,87116.0,83047,81331,3170000.0,양천구
8562,2110087,양식음식점,5.0,6.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,463.0,1882.0,269926.0,143354.0,126572.0,18482.0,60021.0,63150,46228.0,36348.0,45698.0,64245,51821,35430.0,35667.0,47978.0,34784.0,36719,36332.0,36273.0,36777.0,38387.0,43424,42015,10700000.0,용산구
8563,2110087,분식전문점,8.0,8.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,463.0,1882.0,269926.0,143354.0,126572.0,18482.0,60021.0,63150,46228.0,36348.0,45698.0,64245,51821,35430.0,35667.0,47978.0,34784.0,36719,36332.0,36273.0,36777.0,38387.0,43424,42015,2030000.0,용산구
8571,2110555,제과점,1.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,335.0,362.0,212513.0,93542.0,118973.0,17334.0,52717.0,53013,35492.0,25336.0,28624.0,38919,38730,32895.0,34258.0,43329.0,24383.0,30167,31243.0,31529.0,31770.0,31949.0,29311,26546,11580000.0,마포구
8574,2110555,한식음식점,4.0,4.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,335.0,362.0,212513.0,93542.0,118973.0,17334.0,52717.0,53013,35492.0,25336.0,28624.0,38919,38730,32895.0,34258.0,43329.0,24383.0,30167,31243.0,31529.0,31770.0,31949.0,29311,26546,23920000.0,마포구
8577,2110929,커피-음료,12.0,13.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,3061.5,4258.0,1496130.0,694641.0,801489.0,204184.5,192428.0,237585,271894.5,203701.0,289493.0,383523,314139,166060.0,168754.0,226131.0,196905.75,214460,214882.0,216481.0,215015.0,213124.0,209379,212788,3080000.0,서초구
8585,2111034,치킨전문점,2.0,2.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,1.0,1443.0,4618.5,826929.0,381819.0,445110.0,167314.0,88945.0,123763,129752.0,143359.0,173795.0,236521,172389,94459.0,87146.0,126392.0,110021.0,118679,118201.0,116954.0,116704.0,117288.0,117595,121509,14470000.0,송파구
8588,2110783,호프-간이주점,3.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,292.0,772.0,272986.0,133051.0,139935.0,30377.0,43621.0,65301,54215.0,39529.0,39940.0,39496,61957,48110.0,49653.0,48753.0,25018.0,40626,43367.0,43201.0,43870.0,41993.0,31560,28370,24690000.0,영등포구
8589,2110783,육류판매,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,292.0,772.0,272986.0,133051.0,139935.0,30377.0,43621.0,65301,54215.0,39529.0,39940.0,39496,61957,48110.0,49653.0,48753.0,25018.0,40626,43367.0,43201.0,43870.0,41993.0,31560,28370,11760000.0,영등포구
8590,2110783,일식음식점,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,292.0,772.0,272986.0,133051.0,139935.0,30377.0,43621.0,65301,54215.0,39529.0,39940.0,39496,61957,48110.0,49653.0,48753.0,25018.0,40626,43367.0,43201.0,43870.0,41993.0,31560,28370,27356250.0,영등포구
8591,2110783,한식음식점,16.5,19.5,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,292.0,772.0,272986.0,133051.0,139935.0,30377.0,43621.0,65301,54215.0,39529.0,39940.0,39496,61957,48110.0,49653.0,48753.0,25018.0,40626,43367.0,43201.0,43870.0,41993.0,31560,28370,14890000.0,영등포구
8594,2110670,한식음식점,5.0,6.0,0.0,1.0,24.0,0.0,0.0,20.0,0.0,0.0,527.0,4618.5,1510818.0,680164.0,830655.0,204184.5,171313.0,216522,238510.0,208056.0,313294.125,383523,311049,146831.0,143690.0,228566.0,196905.75,217689,210631.0,210688.0,210250.0,210806.0,218028,214056,9270000.0,강서구
8595,2110670,중식음식점,1.0,1.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,0.0,527.0,4618.5,1510818.0,680164.0,830655.0,204184.5,171313.0,216522,238510.0,208056.0,313294.125,383523,311049,146831.0,143690.0,228566.0,196905.75,217689,210631.0,210688.0,210250.0,210806.0,218028,214056,6480000.0,강서구
8596,2110670,커피-음료,5.0,5.0,1.0,0.0,24.0,0.0,0.0,20.0,0.0,0.0,527.0,4618.5,1510818.0,680164.0,830655.0,204184.5,171313.0,216522,238510.0,208056.0,313294.125,383523,311049,146831.0,143690.0,228566.0,196905.75,217689,210631.0,210688.0,210250.0,210806.0,218028,214056,1020000.0,강서구
8599,2110169,제과점,1.0,1.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,2.0,221.0,2536.0,555584.0,270716.0,284867.0,81307.0,86852.0,102864,83187.0,85771.0,115603.0,137021,122282,68378.0,65825.0,92411.0,69668.0,80316,80913.0,81496.0,80400.0,80995.0,76322,75143,2060000.0,광진구
8601,2110169,한식음식점,10.0,10.0,1.0,0.0,13.0,0.0,0.0,3.0,0.0,2.0,221.0,2536.0,555584.0,270716.0,284867.0,81307.0,86852.0,102864,83187.0,85771.0,115603.0,137021,122282,68378.0,65825.0,92411.0,69668.0,80316,80913.0,81496.0,80400.0,80995.0,76322,75143,10880000.0,광진구
8602,2110169,분식전문점,2.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,2.0,221.0,2536.0,555584.0,270716.0,284867.0,81307.0,86852.0,102864,83187.0,85771.0,115603.0,137021,122282,68378.0,65825.0,92411.0,69668.0,80316,80913.0,81496.0,80400.0,80995.0,76322,75143,2050000.0,광진구
8603,2110169,일식음식점,1.0,1.0,0.0,1.0,13.0,0.0,0.0,3.0,0.0,2.0,221.0,2536.0,555584.0,270716.0,284867.0,81307.0,86852.0,102864,83187.0,85771.0,115603.0,137021,122282,68378.0,65825.0,92411.0,69668.0,80316,80913.0,81496.0,80400.0,80995.0,76322,75143,27356250.0,광진구
8606,2110678,제과점,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,242.0,1094.0,257868.0,122760.0,135109.0,43861.0,29709.0,53121,44857.0,33093.0,53228.0,72912,51956,27740.0,27790.0,41392.0,36077.0,36844,36032.0,36168.0,36870.0,36434.0,37594,37926,27356250.0,강서구
8607,2110678,한식음식점,4.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,242.0,1094.0,257868.0,122760.0,135109.0,43861.0,29709.0,53121,44857.0,33093.0,53228.0,72912,51956,27740.0,27790.0,41392.0,36077.0,36844,36032.0,36168.0,36870.0,36434.0,37594,37926,27356250.0,강서구
8611,2130134,분식전문점,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,73.0,137.0,106557.0,48679.0,57877.0,17508.0,10144.0,11399,17606.0,17309.0,32591.0,12045,19113,17483.0,21192.0,26217.0,10505.0,14745,14668.0,14958.0,15253.0,15033.0,16221,15677,24780000.0,강북구
8613,2130134,중식음식점,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,73.0,137.0,106557.0,48679.0,57877.0,17508.0,10144.0,11399,17606.0,17309.0,32591.0,12045,19113,17483.0,21192.0,26217.0,10505.0,14745,14668.0,14958.0,15253.0,15033.0,16221,15677,27356250.0,강북구
8617,2111035,한식음식점,8.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,531.0,3928.0,795339.0,366564.0,428775.0,132737.0,90263.0,115382,117110.0,143471.0,196375.0,278532,177524,73411.0,64612.0,93179.0,108081.0,115468,112432.0,112157.0,111856.0,111267.0,114427,117733,3180000.0,송파구
8621,2111035,일식음식점,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,531.0,3928.0,795339.0,366564.0,428775.0,132737.0,90263.0,115382,117110.0,143471.0,196375.0,278532,177524,73411.0,64612.0,93179.0,108081.0,115468,112432.0,112157.0,111856.0,111267.0,114427,117733,17170000.0,송파구
8622,2111010,중식음식점,4.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1428.0,4618.5,1521473.0,693515.0,827957.0,155724.0,246860.0,301314,269216.0,189715.0,290561.0,383523,306433,172095.0,164557.0,238520.0,196905.75,215138,214148.0,212496.0,214529.0,216342.0,218028,214056,18360000.0,송파구
8623,2111010,제과점,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1428.0,4618.5,1521473.0,693515.0,827957.0,155724.0,246860.0,301314,269216.0,189715.0,290561.0,383523,306433,172095.0,164557.0,238520.0,196905.75,215138,214148.0,212496.0,214529.0,216342.0,218028,214056,8880000.0,송파구
8625,2111010,양식음식점,12.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1428.0,4618.5,1521473.0,693515.0,827957.0,155724.0,246860.0,301314,269216.0,189715.0,290561.0,383523,306433,172095.0,164557.0,238520.0,196905.75,215138,214148.0,212496.0,214529.0,216342.0,218028,214056,11370000.0,송파구
8626,2111010,치킨전문점,1.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1428.0,4618.5,1521473.0,693515.0,827957.0,155724.0,246860.0,301314,269216.0,189715.0,290561.0,383523,306433,172095.0,164557.0,238520.0,196905.75,215138,214148.0,212496.0,214529.0,216342.0,218028,214056,11000000.0,송파구
8627,2111010,일식음식점,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1428.0,4618.5,1521473.0,693515.0,827957.0,155724.0,246860.0,301314,269216.0,189715.0,290561.0,383523,306433,172095.0,164557.0,238520.0,196905.75,215138,214148.0,212496.0,214529.0,216342.0,218028,214056,27356250.0,송파구
8630,2111010,호프-간이주점,5.0,8.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,1428.0,4618.5,1521473.0,693515.0,827957.0,155724.0,246860.0,301314,269216.0,189715.0,290561.0,383523,306433,172095.0,164557.0,238520.0,196905.75,215138,214148.0,212496.0,214529.0,216342.0,218028,214056,25890000.0,송파구
8631,2130106,양식음식점,1.0,4.0,0.0,1.0,20.0,0.0,1.0,2.0,0.0,4.0,166.0,1323.0,695506.0,330937.0,364569.0,88306.0,102368.0,106309,104286.0,118246.0,175991.0,164581,131180,81723.0,88378.0,132500.0,97141.0,99134,98010.0,97915.0,98504.0,98636.0,101771,101536,3890000.0,중랑구
8633,2130106,커피-음료,5.0,14.0,1.0,0.0,20.0,0.0,1.0,2.0,0.0,4.0,166.0,1323.0,695506.0,330937.0,364569.0,88306.0,102368.0,106309,104286.0,118246.0,175991.0,164581,131180,81723.0,88378.0,132500.0,97141.0,99134,98010.0,97915.0,98504.0,98636.0,101771,101536,9430000.0,중랑구
8638,2130106,제과점,3.0,5.0,0.0,0.0,20.0,0.0,1.0,2.0,0.0,4.0,166.0,1323.0,695506.0,330937.0,364569.0,88306.0,102368.0,106309,104286.0,118246.0,175991.0,164581,131180,81723.0,88378.0,132500.0,97141.0,99134,98010.0,97915.0,98504.0,98636.0,101771,101536,9080000.0,중랑구
8644,2110262,육류판매,4.0,4.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,1.0,1532.0,4603.0,1605691.5,773008.5,846745.5,120791.0,317761.5,301314,241085.0,225837.75,313294.125,383523,326334,183604.0,189557.0,278791.5,196905.75,232917,225976.0,228053.0,227964.0,233997.375,218028,214056,1970000.0,중랑구
8647,2120102,일식음식점,11.0,12.0,0.0,0.0,50.0,2.0,2.0,17.0,0.0,1.0,3061.5,3165.0,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,311874.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,18200000.0,마포구
8654,2120102,분식전문점,16.5,19.5,1.0,0.0,50.0,2.0,2.0,17.0,0.0,1.0,3061.5,3165.0,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,271894.5,225837.75,311874.0,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,2130000.0,마포구
8658,2110575,한식음식점,4.0,4.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,206.0,2466.0,772326.0,325082.0,447243.0,65337.0,311002.0,141262,83299.0,70507.0,100919.0,247858,170928,80138.0,72254.0,100274.0,100874.0,110971,111104.0,111378.0,110075.0,109131.0,108645,111022,27356250.0,마포구
8660,2110513,양식음식점,1.0,1.0,0.0,0.0,12.0,2.0,1.0,4.0,0.0,0.0,457.0,991.0,192934.0,84083.0,108851.0,31845.0,40062.0,32473,32841.0,24192.0,31521.0,30291,39581,33268.0,30396.0,38744.0,20653.0,28590,29207.0,28996.0,29329.0,28787.0,24623,23401,27356250.0,서대문구
8667,2110775,중식음식점,16.5,19.5,0.0,0.0,8.0,1.0,0.0,1.0,0.0,2.0,61.0,915.0,375012.0,190467.0,184546.0,22425.0,30861.0,53172,71542.0,94176.0,102835.0,110578,70172,38433.0,39714.0,62540.0,53574.0,54203,51865.0,51482.0,51057.0,51403.0,54674,60330,24710000.0,영등포구
8671,2130059,커피-음료,3.0,3.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,3.0,64.0,708.0,61416.0,28932.0,32484.0,7719.0,7415.0,10817,10418.0,10052.0,14994.0,12965,11516,7883.0,8252.0,12529.0,8270.0,8427,8632.0,8771.0,8713.0,8827.0,8973,9071,3060000.0,용산구
8677,2110103,한식음식점,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0,331.0,168087.0,72580.0,95506.0,24551.0,17277.0,34233,30389.0,22659.0,38980.0,42393,35303,19819.0,20687.0,29219.0,20667.0,23333,22809.0,23049.0,23402.0,23712.0,25678,26104,12840000.0,성동구
8678,2110103,패스트푸드점,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0,331.0,168087.0,72580.0,95506.0,24551.0,17277.0,34233,30389.0,22659.0,38980.0,42393,35303,19819.0,20687.0,29219.0,20667.0,23333,22809.0,23049.0,23402.0,23712.0,25678,26104,27330000.0,성동구
8680,2120217,한식음식점,16.5,19.5,1.0,0.0,11.0,0.0,1.0,5.0,0.0,1.0,2779.0,3789.0,1123061.0,600126.0,522934.0,204184.5,150982.0,163846,211000.0,147313.0,124773.0,192547,224779,171653.0,182553.0,234311.0,117217.0,160660,165680.0,167374.0,164894.0,163773.0,155821,144859,15970000.0,강남구
8689,2110039,치킨전문점,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,49.0,87.0,105899.0,50878.0,55022.0,8094.0,14715.0,20694,22763.0,16493.0,23141.0,18821,23457,17306.0,17397.0,18447.0,10473.0,15388,16695.0,16845.0,16688.0,16096.0,11969,12220,15670000.0,중구
8694,2130175,분식전문점,5.0,6.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,13.0,3.0,90763.0,41378.0,49385.0,11442.0,40104.0,15254,8488.0,6843.0,8632.0,12497,16259,14226.0,15468.0,21604.0,10709.0,12233,12696.0,12726.0,12837.0,13489.0,14261,12521,2920000.0,서대문구
8695,2130175,커피-음료,3.0,4.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,13.0,3.0,90763.0,41378.0,49385.0,11442.0,40104.0,15254,8488.0,6843.0,8632.0,12497,16259,14226.0,15468.0,21604.0,10709.0,12233,12696.0,12726.0,12837.0,13489.0,14261,12521,24560000.0,서대문구
8696,2110233,커피-음료,3.0,3.0,0.0,0.0,13.0,0.0,0.0,2.0,2.0,3.0,142.0,4618.5,1088370.0,526903.0,561468.0,104745.0,147631.0,161296,154954.0,200500.0,313294.125,307347,219670,111928.0,113287.0,184114.0,152025.0,154232,151094.0,151197.0,150187.0,152162.0,162680,166818,2330000.0,중랑구
8698,2110233,한식음식점,16.5,19.5,1.0,1.0,13.0,0.0,0.0,2.0,2.0,3.0,142.0,4618.5,1088370.0,526903.0,561468.0,104745.0,147631.0,161296,154954.0,200500.0,313294.125,307347,219670,111928.0,113287.0,184114.0,152025.0,154232,151094.0,151197.0,150187.0,152162.0,162680,166818,21190000.0,중랑구
8701,2110184,치킨전문점,0.0,1.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,1.0,423.0,439.0,204687.0,98747.0,105940.0,15942.0,44449.0,38238,33196.0,32392.0,40470.0,39908,42559,30240.0,29566.0,38273.0,24142.0,29633,30072.0,30085.0,30099.0,29970.0,27661,27168,7160000.0,동대문구
8703,2110184,중식음식점,1.0,1.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,1.0,423.0,439.0,204687.0,98747.0,105940.0,15942.0,44449.0,38238,33196.0,32392.0,40470.0,39908,42559,30240.0,29566.0,38273.0,24142.0,29633,30072.0,30085.0,30099.0,29970.0,27661,27168,7350000.0,동대문구
8705,2110184,분식전문점,1.0,3.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,1.0,423.0,439.0,204687.0,98747.0,105940.0,15942.0,44449.0,38238,33196.0,32392.0,40470.0,39908,42559,30240.0,29566.0,38273.0,24142.0,29633,30072.0,30085.0,30099.0,29970.0,27661,27168,13290000.0,동대문구
8707,2120234,분식전문점,16.5,19.5,1.0,1.0,62.0,1.0,2.0,3.0,0.0,12.0,3061.5,2694.0,1605691.5,773008.5,770192.0,149233.0,216929.0,301314,271894.5,225837.75,313294.125,343745,322360,203338.5,205087.5,278791.5,194739.0,230479,230677.5,231595.5,233140.875,233997.375,218028,200856,13000000.0,송파구
8708,2120234,제과점,4.0,11.0,0.0,0.0,62.0,1.0,2.0,3.0,0.0,12.0,3061.5,2694.0,1605691.5,773008.5,770192.0,149233.0,216929.0,301314,271894.5,225837.75,313294.125,343745,322360,203338.5,205087.5,278791.5,194739.0,230479,230677.5,231595.5,233140.875,233997.375,218028,200856,16470000.0,송파구
8711,2120234,호프-간이주점,16.5,19.5,1.0,0.0,62.0,1.0,2.0,3.0,0.0,12.0,3061.5,2694.0,1605691.5,773008.5,770192.0,149233.0,216929.0,301314,271894.5,225837.75,313294.125,343745,322360,203338.5,205087.5,278791.5,194739.0,230479,230677.5,231595.5,233140.875,233997.375,218028,200856,13650000.0,송파구
8712,2120234,치킨전문점,3.0,12.0,0.0,1.0,62.0,1.0,2.0,3.0,0.0,12.0,3061.5,2694.0,1605691.5,773008.5,770192.0,149233.0,216929.0,301314,271894.5,225837.75,313294.125,343745,322360,203338.5,205087.5,278791.5,194739.0,230479,230677.5,231595.5,233140.875,233997.375,218028,200856,20840000.0,송파구
8716,2120234,양식음식점,4.0,4.0,0.0,0.0,62.0,1.0,2.0,3.0,0.0,12.0,3061.5,2694.0,1605691.5,773008.5,770192.0,149233.0,216929.0,301314,271894.5,225837.75,313294.125,343745,322360,203338.5,205087.5,278791.5,194739.0,230479,230677.5,231595.5,233140.875,233997.375,218028,200856,2980000.0,송파구
8717,2120234,한식음식점,16.5,19.5,1.0,1.0,62.0,1.0,2.0,3.0,0.0,12.0,3061.5,2694.0,1605691.5,773008.5,770192.0,149233.0,216929.0,301314,271894.5,225837.75,313294.125,343745,322360,203338.5,205087.5,278791.5,194739.0,230479,230677.5,231595.5,233140.875,233997.375,218028,200856,25060000.0,송파구
8720,2110774,한식음식점,5.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,472.0,1317.0,316425.0,148968.0,167457.0,60151.0,50382.0,63898,50943.0,40014.0,51038.0,77405,68381,39436.0,38222.0,53789.0,39192.0,43425,43836.0,44435.0,44105.0,44034.0,47223,49366,18570000.0,영등포구
8722,2110774,중식음식점,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,472.0,1317.0,316425.0,148968.0,167457.0,60151.0,50382.0,63898,50943.0,40014.0,51038.0,77405,68381,39436.0,38222.0,53789.0,39192.0,43425,43836.0,44435.0,44105.0,44034.0,47223,49366,17750000.0,영등포구
8726,2120201,한식음식점,16.5,19.5,0.0,0.0,36.0,0.0,1.0,8.0,0.0,3.0,3061.5,1880.0,967239.0,474191.0,493049.0,148297.0,152603.0,194530,194238.0,129406.0,148168.0,184365,206729,151273.0,154509.0,170119.0,100245.0,144475,147679.0,147910.0,146871.0,144200.0,119002,117103,19280000.0,강남구
8727,2120201,양식음식점,8.0,9.0,0.0,0.0,36.0,0.0,1.0,8.0,0.0,3.0,3061.5,1880.0,967239.0,474191.0,493049.0,148297.0,152603.0,194530,194238.0,129406.0,148168.0,184365,206729,151273.0,154509.0,170119.0,100245.0,144475,147679.0,147910.0,146871.0,144200.0,119002,117103,17240000.0,강남구
8729,2120201,치킨전문점,2.0,6.0,0.0,0.0,36.0,0.0,1.0,8.0,0.0,3.0,3061.5,1880.0,967239.0,474191.0,493049.0,148297.0,152603.0,194530,194238.0,129406.0,148168.0,184365,206729,151273.0,154509.0,170119.0,100245.0,144475,147679.0,147910.0,146871.0,144200.0,119002,117103,1440000.0,강남구
8730,2120201,패스트푸드점,3.0,6.0,0.0,0.0,36.0,0.0,1.0,8.0,0.0,3.0,3061.5,1880.0,967239.0,474191.0,493049.0,148297.0,152603.0,194530,194238.0,129406.0,148168.0,184365,206729,151273.0,154509.0,170119.0,100245.0,144475,147679.0,147910.0,146871.0,144200.0,119002,117103,6210000.0,강남구
8731,2120201,호프-간이주점,3.0,3.0,0.0,0.0,36.0,0.0,1.0,8.0,0.0,3.0,3061.5,1880.0,967239.0,474191.0,493049.0,148297.0,152603.0,194530,194238.0,129406.0,148168.0,184365,206729,151273.0,154509.0,170119.0,100245.0,144475,147679.0,147910.0,146871.0,144200.0,119002,117103,5010000.0,강남구
8734,2120201,커피-음료,16.0,19.5,0.0,0.0,36.0,0.0,1.0,8.0,0.0,3.0,3061.5,1880.0,967239.0,474191.0,493049.0,148297.0,152603.0,194530,194238.0,129406.0,148168.0,184365,206729,151273.0,154509.0,170119.0,100245.0,144475,147679.0,147910.0,146871.0,144200.0,119002,117103,21610000.0,강남구
8735,2110823,분식전문점,4.0,4.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,1.0,472.0,3469.0,633769.0,291290.0,342479.0,62622.0,119057.0,119544,106565.0,87064.0,138917.0,157900,128214,78610.0,81336.0,108753.0,78956.0,90805,90561.0,91217.0,90631.0,89696.0,89922,90936,2200000.0,동작구
8744,2110210,치킨전문점,3.0,6.0,0.0,0.0,13.0,1.0,0.0,5.0,0.0,0.0,341.0,3837.0,1605691.5,773008.5,846745.5,204184.5,317761.5,301314,252416.0,225837.75,313294.125,383523,328662,203338.5,205087.5,278791.5,196905.75,232917,230677.5,231595.5,233140.875,233997.375,218028,214056,4470000.0,동대문구
