,점포수,유사업종점포수,개업점포수,폐업점포수,집객시설수,관공서수,은행수,버스정거장수,지하철수,약국수,총직장인구수,총상주인구수,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,분기당매출금액,시군구명,서비스업종명,월예상매출
44843,13.5,16.5,1.0,1.0,148.0,3.0,2.0,11.0,0.0,8.0,3226.5,3296.0,1585022.0,711326.0,824092.5,146559.0,289209,290973,259048.5,204162.0,267251.0,280247.0,316823.0,203391,204755.25,277593.375,165587.0,224462.0,230372.625,230721,230492.25,229510.5,209925.0,181605.0,3.0,강남구,커피-음료,3.0
44844,2.0,2.0,0.0,0.0,148.0,3.0,2.0,11.0,0.0,8.0,3226.5,3296.0,1585022.0,711326.0,824092.5,146559.0,289209,290973,259048.5,204162.0,267251.0,280247.0,316823.0,203391,204755.25,277593.375,165587.0,224462.0,230372.625,230721,230492.25,229510.5,209925.0,181605.0,7.0,강남구,육류판매,3.0
44845,13.5,16.5,1.0,1.0,181.0,1.0,2.0,9.0,2.0,14.0,3226.5,4534.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,4.0,강남구,양식음식점,3.0
44846,13.5,16.5,1.0,1.0,181.0,1.0,2.0,9.0,2.0,14.0,3226.5,4534.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,일식음식점,3.0
44847,10.0,16.5,1.0,0.0,181.0,1.0,2.0,9.0,2.0,14.0,3226.5,4534.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,4.0,강남구,패스트푸드점,3.0
44848,13.5,16.5,1.0,1.0,181.0,1.0,2.0,9.0,2.0,14.0,3226.5,4534.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,커피-음료,3.0
44849,6.0,16.5,0.0,0.0,181.0,1.0,2.0,9.0,2.0,14.0,3226.5,4534.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,치킨전문점,5.0
44850,9.0,15.0,1.0,0.0,181.0,1.0,2.0,9.0,2.0,14.0,3226.5,4534.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,제과점,0.0
44851,13.5,16.5,1.0,1.0,181.0,1.0,2.0,9.0,2.0,14.0,3226.5,4534.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,한식음식점,3.0
44986,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,377.0,1307.0,650443.0,334376.0,316066.0,43418.0,146306,190012,122609.0,70868.0,77227.0,135009.0,138267.0,102569,98334.0,107469.0,68795.0,97661.0,102253.0,102148,101803.0,99151.0,74394.0,73031.0,4.0,강남구,분식전문점,3.0
45075,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,138.0,2.0,30306.0,12042.0,18264.0,9031.0,2046,2936,5654.0,3728.0,6910.0,10179.0,6676.0,3098,2865.0,3711.0,3778.0,4320.0,4386.0,4451,4387.0,4374.0,4219.0,4168.0,7.0,강남구,육류판매,6.0
45076,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,138.0,2.0,30306.0,12042.0,18264.0,9031.0,2046,2936,5654.0,3728.0,6910.0,10179.0,6676.0,3098,2865.0,3711.0,3778.0,4320.0,4386.0,4451,4387.0,4374.0,4219.0,4168.0,1.0,강남구,치킨전문점,6.0
45077,4.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,138.0,2.0,30306.0,12042.0,18264.0,9031.0,2046,2936,5654.0,3728.0,6910.0,10179.0,6676.0,3098,2865.0,3711.0,3778.0,4320.0,4386.0,4451,4387.0,4374.0,4219.0,4168.0,6.0,강남구,한식음식점,1.0
45086,13.5,16.5,1.0,1.0,35.0,0.0,1.0,5.0,0.0,1.0,2779.0,3938.0,1365664.0,719214.0,646450.0,201150.75,191030,239406,259048.5,167941.0,157759.0,250430.0,274594.0,203391,204755.25,257289.0,140831.0,205858.0,210808.0,206155,209145.0,203425.0,166359.0,163916.0,7.0,강남구,커피-음료,3.0
45087,4.0,5.0,0.0,1.0,35.0,0.0,1.0,5.0,0.0,1.0,2779.0,3938.0,1365664.0,719214.0,646450.0,201150.75,191030,239406,259048.5,167941.0,157759.0,250430.0,274594.0,203391,204755.25,257289.0,140831.0,205858.0,210808.0,206155,209145.0,203425.0,166359.0,163916.0,3.0,강남구,호프-간이주점,3.0
45088,6.0,8.0,0.0,0.0,35.0,0.0,1.0,5.0,0.0,1.0,2779.0,3938.0,1365664.0,719214.0,646450.0,201150.75,191030,239406,259048.5,167941.0,157759.0,250430.0,274594.0,203391,204755.25,257289.0,140831.0,205858.0,210808.0,206155,209145.0,203425.0,166359.0,163916.0,3.0,강남구,패스트푸드점,3.0
45089,1.0,1.0,0.0,0.0,35.0,0.0,1.0,5.0,0.0,1.0,2779.0,3938.0,1365664.0,719214.0,646450.0,201150.75,191030,239406,259048.5,167941.0,157759.0,250430.0,274594.0,203391,204755.25,257289.0,140831.0,205858.0,210808.0,206155,209145.0,203425.0,166359.0,163916.0,6.0,강남구,육류판매,3.0
45090,2.0,5.0,0.0,0.0,26.0,0.0,1.0,3.0,1.0,4.0,298.0,108.0,192912.0,89213.0,103700.0,41111.0,21113,20286,34426.0,30264.0,45713.0,15911.0,34494.0,37082,42247.0,47538.0,15639.0,27391.0,27202.0,27895,27535.0,27932.0,28164.0,26794.0,2.0,강남구,패스트푸드점,3.0
45091,13.5,16.5,0.0,0.0,26.0,0.0,1.0,3.0,1.0,4.0,298.0,108.0,192912.0,89213.0,103700.0,41111.0,21113,20286,34426.0,30264.0,45713.0,15911.0,34494.0,37082,42247.0,47538.0,15639.0,27391.0,27202.0,27895,27535.0,27932.0,28164.0,26794.0,3.0,강남구,한식음식점,1.0
45092,4.0,5.0,0.0,0.0,26.0,0.0,1.0,3.0,1.0,4.0,298.0,108.0,192912.0,89213.0,103700.0,41111.0,21113,20286,34426.0,30264.0,45713.0,15911.0,34494.0,37082,42247.0,47538.0,15639.0,27391.0,27202.0,27895,27535.0,27932.0,28164.0,26794.0,7.0,강남구,육류판매,3.0
45093,0.0,1.0,0.0,0.0,26.0,0.0,1.0,3.0,1.0,4.0,298.0,108.0,192912.0,89213.0,103700.0,41111.0,21113,20286,34426.0,30264.0,45713.0,15911.0,34494.0,37082,42247.0,47538.0,15639.0,27391.0,27202.0,27895,27535.0,27932.0,28164.0,26794.0,4.0,강남구,중식음식점,3.0
45094,7.0,12.0,1.0,0.0,26.0,0.0,1.0,3.0,1.0,4.0,298.0,108.0,192912.0,89213.0,103700.0,41111.0,21113,20286,34426.0,30264.0,45713.0,15911.0,34494.0,37082,42247.0,47538.0,15639.0,27391.0,27202.0,27895,27535.0,27932.0,28164.0,26794.0,7.0,강남구,분식전문점,3.0
45095,2.0,3.0,0.0,0.0,26.0,0.0,1.0,3.0,1.0,4.0,298.0,108.0,192912.0,89213.0,103700.0,41111.0,21113,20286,34426.0,30264.0,45713.0,15911.0,34494.0,37082,42247.0,47538.0,15639.0,27391.0,27202.0,27895,27535.0,27932.0,28164.0,26794.0,1.0,강남구,일식음식점,3.0
45169,13.0,13.0,1.0,0.0,146.0,1.0,1.0,3.0,1.0,7.0,3226.5,1880.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,287935.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,4.0,강남구,중식음식점,3.0
45170,6.0,6.0,1.0,0.0,146.0,1.0,1.0,3.0,1.0,7.0,3226.5,1880.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,287935.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,2.0,강남구,치킨전문점,5.0
45171,13.5,16.5,1.0,1.0,146.0,1.0,1.0,3.0,1.0,7.0,3226.5,1880.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,287935.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,3.0,강남구,커피-음료,3.0
45172,13.5,16.5,1.0,1.0,146.0,1.0,1.0,3.0,1.0,7.0,3226.5,1880.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,287935.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,분식전문점,3.0
45173,13.5,16.5,1.0,1.0,146.0,1.0,1.0,3.0,1.0,7.0,3226.5,1880.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,287935.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,양식음식점,3.0
45174,13.5,16.5,0.0,0.0,146.0,1.0,1.0,3.0,1.0,7.0,3226.5,1880.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,287935.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,호프-간이주점,3.0
45175,13.5,16.5,1.0,1.0,146.0,1.0,1.0,3.0,1.0,7.0,3226.5,1880.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,287935.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,5.0,강남구,한식음식점,3.0
45247,13.5,16.5,1.0,1.0,115.0,0.0,1.0,7.0,0.0,4.0,3226.5,2273.0,1585510.875,761965.5,824092.5,104002.0,289209,290973,259048.5,181153.0,225276.0,253569.0,327004.5,203391,204755.25,277593.375,156360.0,228691.5,230372.625,230721,230492.25,229510.5,191873.0,162648.0,6.0,강남구,분식전문점,3.0
45248,13.5,16.5,0.0,1.0,115.0,0.0,1.0,7.0,0.0,4.0,3226.5,2273.0,1585510.875,761965.5,824092.5,104002.0,289209,290973,259048.5,181153.0,225276.0,253569.0,327004.5,203391,204755.25,277593.375,156360.0,228691.5,230372.625,230721,230492.25,229510.5,191873.0,162648.0,5.0,강남구,양식음식점,3.0
45249,9.0,9.0,0.0,0.0,115.0,0.0,1.0,7.0,0.0,4.0,3226.5,2273.0,1585510.875,761965.5,824092.5,104002.0,289209,290973,259048.5,181153.0,225276.0,253569.0,327004.5,203391,204755.25,277593.375,156360.0,228691.5,230372.625,230721,230492.25,229510.5,191873.0,162648.0,6.0,강남구,중식음식점,3.0
45250,13.5,16.0,1.0,1.0,115.0,0.0,1.0,7.0,0.0,4.0,3226.5,2273.0,1585510.875,761965.5,824092.5,104002.0,289209,290973,259048.5,181153.0,225276.0,253569.0,327004.5,203391,204755.25,277593.375,156360.0,228691.5,230372.625,230721,230492.25,229510.5,191873.0,162648.0,2.0,강남구,호프-간이주점,3.0
45251,13.5,16.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1251.0,1816.0,977352.0,481878.0,495474.0,48672.0,219065,281063,190583.0,98851.0,139117.0,186377.0,204757.0,167145,166047.0,162581.0,90444.0,150441.0,160073.0,154636,158291.0,152560.0,105859.0,95493.0,2.0,강남구,커피-음료,3.0
45252,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1251.0,1816.0,977352.0,481878.0,495474.0,48672.0,219065,281063,190583.0,98851.0,139117.0,186377.0,204757.0,167145,166047.0,162581.0,90444.0,150441.0,160073.0,154636,158291.0,152560.0,105859.0,95493.0,3.0,강남구,패스트푸드점,3.0
45253,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1251.0,1816.0,977352.0,481878.0,495474.0,48672.0,219065,281063,190583.0,98851.0,139117.0,186377.0,204757.0,167145,166047.0,162581.0,90444.0,150441.0,160073.0,154636,158291.0,152560.0,105859.0,95493.0,2.0,강남구,호프-간이주점,3.0
45254,13.5,16.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1251.0,1816.0,977352.0,481878.0,495474.0,48672.0,219065,281063,190583.0,98851.0,139117.0,186377.0,204757.0,167145,166047.0,162581.0,90444.0,150441.0,160073.0,154636,158291.0,152560.0,105859.0,95493.0,5.0,강남구,한식음식점,3.0
45255,3.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1251.0,1816.0,977352.0,481878.0,495474.0,48672.0,219065,281063,190583.0,98851.0,139117.0,186377.0,204757.0,167145,166047.0,162581.0,90444.0,150441.0,160073.0,154636,158291.0,152560.0,105859.0,95493.0,0.0,강남구,양식음식점,3.0
45256,5.0,5.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1251.0,1816.0,977352.0,481878.0,495474.0,48672.0,219065,281063,190583.0,98851.0,139117.0,186377.0,204757.0,167145,166047.0,162581.0,90444.0,150441.0,160073.0,154636,158291.0,152560.0,105859.0,95493.0,0.0,강남구,분식전문점,3.0
45257,1.0,9.0,0.0,0.0,62.0,0.0,2.0,6.0,0.0,11.0,3226.5,1115.0,899821.0,450839.0,448981.0,201150.75,86295,76180,163469.0,108110.0,105049.0,132766.0,155377.0,139916,161648.0,209019.0,101095.0,125440.0,127549.0,126563,127573.0,125551.0,135511.0,131631.0,4.0,강남구,치킨전문점,3.0
45258,4.0,5.0,0.0,0.0,62.0,0.0,2.0,6.0,0.0,11.0,3226.5,1115.0,899821.0,450839.0,448981.0,201150.75,86295,76180,163469.0,108110.0,105049.0,132766.0,155377.0,139916,161648.0,209019.0,101095.0,125440.0,127549.0,126563,127573.0,125551.0,135511.0,131631.0,2.0,강남구,호프-간이주점,3.0
45259,13.5,16.5,1.0,1.0,62.0,0.0,2.0,6.0,0.0,11.0,3226.5,1115.0,899821.0,450839.0,448981.0,201150.75,86295,76180,163469.0,108110.0,105049.0,132766.0,155377.0,139916,161648.0,209019.0,101095.0,125440.0,127549.0,126563,127573.0,125551.0,135511.0,131631.0,5.0,강남구,분식전문점,3.0
45260,5.0,15.0,1.0,0.0,62.0,0.0,2.0,6.0,0.0,11.0,3226.5,1115.0,899821.0,450839.0,448981.0,201150.75,86295,76180,163469.0,108110.0,105049.0,132766.0,155377.0,139916,161648.0,209019.0,101095.0,125440.0,127549.0,126563,127573.0,125551.0,135511.0,131631.0,7.0,강남구,패스트푸드점,1.0
45261,13.5,16.5,1.0,1.0,93.0,3.0,1.0,3.0,0.0,2.0,3226.5,3386.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,336475.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,분식전문점,3.0
45262,7.0,11.0,1.0,0.0,93.0,3.0,1.0,3.0,0.0,2.0,3226.5,3386.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,336475.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,패스트푸드점,3.0
45263,13.5,16.5,1.0,1.0,93.0,3.0,1.0,3.0,0.0,2.0,3226.5,3386.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,336475.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,양식음식점,3.0
45264,13.5,16.5,1.0,1.0,93.0,3.0,1.0,3.0,0.0,2.0,3226.5,3386.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,337593.75,336475.0,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,한식음식점,3.0
45267,13.5,16.5,1.0,1.0,17.0,1.0,0.0,3.0,0.0,2.0,494.0,1706.0,586961.0,274959.0,312002.0,98679.0,63375,73532,94152.0,92077.0,165147.0,196928.0,123171.0,58940,56407.0,76448.0,75067.0,85369.0,83868.0,82690,83148.0,82787.0,84150.0,84948.0,4.0,강남구,한식음식점,1.0
45268,3.0,3.0,0.0,1.0,17.0,1.0,0.0,3.0,0.0,2.0,494.0,1706.0,586961.0,274959.0,312002.0,98679.0,63375,73532,94152.0,92077.0,165147.0,196928.0,123171.0,58940,56407.0,76448.0,75067.0,85369.0,83868.0,82690,83148.0,82787.0,84150.0,84948.0,7.0,강남구,육류판매,3.0
45303,9.0,13.0,0.0,0.0,42.0,0.0,1.0,5.0,1.0,8.0,3226.5,633.0,213946.0,106446.0,107500.0,20148.0,22807,37956,35142.0,31228.0,66665.0,40887.0,44909.0,33452,34678.0,37963.0,22059.0,33015.0,32857.0,33152,33107.0,32900.0,25623.0,23292.0,5.0,강남구,호프-간이주점,3.0
45304,13.5,16.5,0.0,1.0,42.0,0.0,1.0,5.0,1.0,8.0,3226.5,633.0,213946.0,106446.0,107500.0,20148.0,22807,37956,35142.0,31228.0,66665.0,40887.0,44909.0,33452,34678.0,37963.0,22059.0,33015.0,32857.0,33152,33107.0,32900.0,25623.0,23292.0,4.0,강남구,한식음식점,1.0
45305,9.0,10.0,1.0,1.0,42.0,0.0,1.0,5.0,1.0,8.0,3226.5,633.0,213946.0,106446.0,107500.0,20148.0,22807,37956,35142.0,31228.0,66665.0,40887.0,44909.0,33452,34678.0,37963.0,22059.0,33015.0,32857.0,33152,33107.0,32900.0,25623.0,23292.0,6.0,강남구,일식음식점,3.0
45306,3.0,3.0,0.0,0.0,42.0,0.0,1.0,5.0,1.0,8.0,3226.5,633.0,213946.0,106446.0,107500.0,20148.0,22807,37956,35142.0,31228.0,66665.0,40887.0,44909.0,33452,34678.0,37963.0,22059.0,33015.0,32857.0,33152,33107.0,32900.0,25623.0,23292.0,4.0,강남구,양식음식점,3.0
45307,11.0,16.5,0.0,0.0,42.0,0.0,1.0,5.0,1.0,8.0,3226.5,633.0,213946.0,106446.0,107500.0,20148.0,22807,37956,35142.0,31228.0,66665.0,40887.0,44909.0,33452,34678.0,37963.0,22059.0,33015.0,32857.0,33152,33107.0,32900.0,25623.0,23292.0,4.0,강남구,커피-음료,3.0
45308,0.0,4.0,0.0,0.0,42.0,0.0,1.0,5.0,1.0,8.0,3226.5,633.0,213946.0,106446.0,107500.0,20148.0,22807,37956,35142.0,31228.0,66665.0,40887.0,44909.0,33452,34678.0,37963.0,22059.0,33015.0,32857.0,33152,33107.0,32900.0,25623.0,23292.0,4.0,강남구,치킨전문점,1.0
45309,5.0,6.0,0.0,0.0,42.0,0.0,1.0,5.0,1.0,8.0,3226.5,633.0,213946.0,106446.0,107500.0,20148.0,22807,37956,35142.0,31228.0,66665.0,40887.0,44909.0,33452,34678.0,37963.0,22059.0,33015.0,32857.0,33152,33107.0,32900.0,25623.0,23292.0,5.0,강남구,중식음식점,3.0
45382,13.5,16.5,1.0,1.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,4.0,강남구,분식전문점,3.0
45383,4.0,4.0,1.0,0.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,5.0,강남구,중식음식점,3.0
45384,2.0,4.0,0.0,0.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,1.0,강남구,치킨전문점,5.0
45385,2.0,3.0,0.0,0.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,7.0,강남구,제과점,0.0
45386,13.5,16.5,1.0,1.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,5.0,강남구,한식음식점,3.0
45387,9.0,13.0,0.0,0.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,7.0,강남구,패스트푸드점,3.0
45388,7.0,7.0,0.0,0.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,2.0,강남구,일식음식점,3.0
45389,11.0,13.0,1.0,1.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,6.0,강남구,양식음식점,3.0
45390,13.5,16.5,1.0,1.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,3.0,강남구,커피-음료,3.0
45391,10.0,13.0,0.0,1.0,95.0,1.0,1.0,8.0,1.0,9.0,3226.5,2556.0,1585510.875,761965.5,824092.5,92746.0,289209,290973,259048.5,195105.0,239092.0,301746.0,327004.5,203391,204755.25,277593.375,172935.0,228691.5,230372.625,230721,230492.25,229510.5,202174.0,183569.0,4.0,강남구,호프-간이주점,3.0
45542,13.5,16.5,1.0,1.0,52.0,4.0,2.0,14.0,0.0,2.0,3226.5,24.0,97812.0,49384.0,48428.0,5940.0,22545,27379,20279.0,11387.0,10283.0,5580.0,18530.0,22420,23513.0,21915.0,5855.0,15159.0,15960.0,15520,15893.0,15433.0,10578.0,9269.0,7.0,강남구,일식음식점,3.0
45543,13.5,16.5,1.0,0.0,52.0,4.0,2.0,14.0,0.0,2.0,3226.5,24.0,97812.0,49384.0,48428.0,5940.0,22545,27379,20279.0,11387.0,10283.0,5580.0,18530.0,22420,23513.0,21915.0,5855.0,15159.0,15960.0,15520,15893.0,15433.0,10578.0,9269.0,6.0,강남구,커피-음료,3.0
45544,11.0,16.5,0.0,1.0,52.0,4.0,2.0,14.0,0.0,2.0,3226.5,24.0,97812.0,49384.0,48428.0,5940.0,22545,27379,20279.0,11387.0,10283.0,5580.0,18530.0,22420,23513.0,21915.0,5855.0,15159.0,15960.0,15520,15893.0,15433.0,10578.0,9269.0,7.0,강남구,제과점,0.0
45545,5.0,16.5,0.0,0.0,52.0,4.0,2.0,14.0,0.0,2.0,3226.5,24.0,97812.0,49384.0,48428.0,5940.0,22545,27379,20279.0,11387.0,10283.0,5580.0,18530.0,22420,23513.0,21915.0,5855.0,15159.0,15960.0,15520,15893.0,15433.0,10578.0,9269.0,7.0,강남구,패스트푸드점,3.0
45546,7.0,10.0,0.0,0.0,52.0,4.0,2.0,14.0,0.0,2.0,3226.5,24.0,97812.0,49384.0,48428.0,5940.0,22545,27379,20279.0,11387.0,10283.0,5580.0,18530.0,22420,23513.0,21915.0,5855.0,15159.0,15960.0,15520,15893.0,15433.0,10578.0,9269.0,7.0,강남구,중식음식점,3.0
45547,4.0,9.0,0.0,0.0,32.0,3.0,2.0,6.0,0.0,1.0,290.0,19.0,42253.0,20816.0,21436.0,2569.0,9852,11689,8756.0,4940.0,4446.0,2429.0,7497.0,9803,10392.0,9656.0,2477.0,6383.0,6678.0,6547,6704.0,6590.0,4938.0,4415.0,7.0,강남구,제과점,0.0
45548,13.5,16.5,0.0,0.0,32.0,3.0,2.0,6.0,0.0,1.0,290.0,19.0,42253.0,20816.0,21436.0,2569.0,9852,11689,8756.0,4940.0,4446.0,2429.0,7497.0,9803,10392.0,9656.0,2477.0,6383.0,6678.0,6547,6704.0,6590.0,4938.0,4415.0,5.0,강남구,커피-음료,3.0
45549,8.0,11.0,0.0,1.0,32.0,3.0,2.0,6.0,0.0,1.0,290.0,19.0,42253.0,20816.0,21436.0,2569.0,9852,11689,8756.0,4940.0,4446.0,2429.0,7497.0,9803,10392.0,9656.0,2477.0,6383.0,6678.0,6547,6704.0,6590.0,4938.0,4415.0,7.0,강남구,분식전문점,6.0
45550,13.5,16.5,0.0,1.0,32.0,3.0,2.0,6.0,0.0,1.0,290.0,19.0,42253.0,20816.0,21436.0,2569.0,9852,11689,8756.0,4940.0,4446.0,2429.0,7497.0,9803,10392.0,9656.0,2477.0,6383.0,6678.0,6547,6704.0,6590.0,4938.0,4415.0,7.0,강남구,양식음식점,6.0
45691,13.5,16.5,0.0,1.0,107.0,4.0,2.0,22.0,1.0,6.0,3226.5,596.0,1146421.0,634635.0,511786.0,88728.0,240106,290973,238755.0,133555.0,124569.0,76527.0,261437.0,203391,204755.25,232907.0,74108.0,190876.0,202506.0,193183,198107.0,185746.0,95112.0,80890.0,7.0,강남구,양식음식점,3.0
45692,4.0,9.0,0.0,0.0,107.0,4.0,2.0,22.0,1.0,6.0,3226.5,596.0,1146421.0,634635.0,511786.0,88728.0,240106,290973,238755.0,133555.0,124569.0,76527.0,261437.0,203391,204755.25,232907.0,74108.0,190876.0,202506.0,193183,198107.0,185746.0,95112.0,80890.0,7.0,강남구,패스트푸드점,3.0
