,점포수,유사업종점포수,개업점포수,폐업점포수,집객시설수,관공서수,은행수,버스정거장수,지하철수,약국수,총직장인구수,총상주인구수,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,분기당매출금액,시군구명,서비스업종명,월예상매출
12543,13.5,16.5,1.0,0.0,51.0,0.0,2.0,2.0,0.0,4.0,3226.5,444.0,887365.0,396687.0,490677.0,90844.0,198016,204371,163294.0,105705.0,125135.0,99376.0,149971.0,167703,183729.0,208262.0,78322.0,124796.0,128716.0,129454,138141.0,142203.0,125074.0,98980.0,1.0,강남구,분식전문점,1.0
12549,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,962.0,2163.0,839680.0,431366.0,408314.0,79658.0,160354,212902,167078.0,103947.0,115742.0,172139.0,179872.0,131953,130430.0,138379.0,86909.0,128017.0,125695.0,128061,133714.0,130588.0,99704.0,93902.0,6.0,강남구,패스트푸드점,1.0
12550,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,962.0,2163.0,839680.0,431366.0,408314.0,79658.0,160354,212902,167078.0,103947.0,115742.0,172139.0,179872.0,131953,130430.0,138379.0,86909.0,128017.0,125695.0,128061,133714.0,130588.0,99704.0,93902.0,7.0,강남구,중식음식점,5.0
12597,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,783.0,2703.0,437181.0,198810.0,238372.0,86676.0,57787,60770,75385.0,74818.0,81746.0,114959.0,91112.0,54003,53724.0,69272.0,54112.0,63061.0,61880.0,63168,63484.0,62858.0,61210.0,61521.0,7.0,강남구,중식음식점,1.0
12598,3.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,783.0,2703.0,437181.0,198810.0,238372.0,86676.0,57787,60770,75385.0,74818.0,81746.0,114959.0,91112.0,54003,53724.0,69272.0,54112.0,63061.0,61880.0,63168,63484.0,62858.0,61210.0,61521.0,4.0,강남구,커피-음료,3.0
12604,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,48.0,6.0,9290.0,4764.0,4526.0,886.0,1305,2022,2012.0,1477.0,1589.0,2301.0,2122.0,1184,1098.0,1297.0,1287.0,1370.0,1360.0,1375,1447.0,1431.0,1236.0,1068.0,5.0,강남구,일식음식점,3.0
13428,13.5,16.5,1.0,0.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,304183.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,분식전문점,3.0
13429,13.5,16.5,1.0,0.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,304183.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,일식음식점,3.0
13430,13.5,16.5,1.0,1.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,304183.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,양식음식점,3.0
13431,13.5,16.5,1.0,1.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,304183.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,한식음식점,3.0
13432,1.0,10.0,0.0,0.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,304183.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,치킨전문점,3.0
13433,13.5,16.5,0.0,0.0,92.0,0.0,2.0,9.0,0.0,8.0,3226.5,3513.0,1585510.875,761965.5,824092.5,201150.75,289209,290973,259048.5,225818.25,304183.0,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,6.0,강남구,호프-간이주점,3.0
13457,13.5,16.5,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,3226.5,4575.0,1585510.875,761965.5,824092.5,196485.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,0.0,강남구,커피-음료,3.0
13458,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,3226.5,4575.0,1585510.875,761965.5,824092.5,196485.0,289209,290973,259048.5,225818.25,337593.75,388828.5,327004.5,203391,204755.25,277593.375,196690.5,228691.5,230372.625,230721,230492.25,229510.5,219952.875,217156.5,7.0,강남구,중식음식점,3.0
